filename,file_path,creation_time,modification_time,file_size_bytes,encoding,status,reason
data.csv,D:\gitproject\turbo-garbanzo\raw_files\data.csv,2026-03-17 16:49:46,2026-03-17 16:49:46,69,utf-8,converted,
